Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account_or_bonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,Other_debtors_or_guarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,Foreign_worker,Status
smaller_than_0_DM,13,critical_account_or_other_credits_existing,business,1797,smaller_than_100_DM,smaller_than_1_year,3,male_and_single,none,1,building_society_savings_agreement_or_life_insurance,28,bank,own,2,unskilled_or_resident,1,none,yes,1
smaller_than_0_DM,48,existing_credits_paid_back_duly_till_now,used_car,10297,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,4,male_and_single,none,4,unknown_or_no_property,39,stores,for_free,3,skilled_employee_or_official,2,"yes,_registered_under_the_customers_name",yes,2
no_checking_account,24,existing_credits_paid_back_duly_till_now,radio_or_television,3621,bigger_than_100_smaller_than_500_DM,bigger_than_7_years,2,male_and_single,none,4,car_or_other,31,none,own,2,skilled_employee_or_official,1,none,yes,2
bigger_than_0_DM_but_smaller_than_200_DM,18,existing_credits_paid_back_duly_till_now,radio_or_television,1301,smaller_than_100_DM,bigger_than_7_years,4,male_and_married_or_widowed,guarantor,2,real_estate,32,none,own,1,unskilled_or_resident,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,6,all_credits_at_this_bank_paid_back_duly,new_car,931,bigger_than_100_smaller_than_500_DM,smaller_than_1_year,1,female_divorced_or_separated_or_married,none,1,building_society_savings_agreement_or_life_insurance,32,stores,own,1,unskilled_or_resident,1,none,yes,2
no_checking_account,12,existing_credits_paid_back_duly_till_now,furniture_or_equipment,1574,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,2,real_estate,50,none,own,1,skilled_employee_or_official,1,none,yes,1
smaller_than_0_DM,12,critical_account_or_other_credits_existing,new_car,2171,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,4,building_society_savings_agreement_or_life_insurance,38,bank,own,2,unskilled_or_resident,1,none,no,1
bigger_than_0_DM_but_smaller_than_200_DM,24,existing_credits_paid_back_duly_till_now,radio_or_television,3758,bigger_than_500_smaller_than_1000_DM,unemployed,1,female_divorced_or_separated_or_married,none,4,unknown_or_no_property,23,none,rent,1,unemployed_or_unskilled_or_non-resident,1,none,yes,1
smaller_than_0_DM,21,critical_account_or_other_credits_existing,new_car,571,smaller_than_100_DM,bigger_than_7_years,4,male_and_single,none,4,real_estate,65,none,own,2,skilled_employee_or_official,1,none,yes,1
no_checking_account,9,existing_credits_paid_back_duly_till_now,domestic_appliances,1236,smaller_than_100_DM,smaller_than_1_year,1,female_divorced_or_separated_or_married,none,4,real_estate,23,none,rent,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,24,existing_credits_paid_back_duly_till_now,used_car,2964,unknown_or_no_savings_account,bigger_than_7_years,4,male_and_single,none,4,unknown_or_no_property,49,bank,for_free,1,skilled_employee_or_official,2,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,21,existing_credits_paid_back_duly_till_now,used_car,5248,unknown_or_no_savings_account,bigger_than_1_smaller_than_4_years,1,male_and_single,none,3,car_or_other,26,none,own,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,36,critical_account_or_other_credits_existing,used_car,11054,unknown_or_no_savings_account,bigger_than_1_smaller_than_4_years,4,male_and_single,none,2,car_or_other,30,none,own,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,24,existing_credits_paid_back_duly_till_now,new_car,2255,unknown_or_no_savings_account,smaller_than_1_year,4,male_and_single,none,1,building_society_savings_agreement_or_life_insurance,54,none,own,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,60,existing_credits_paid_back_duly_till_now,new_car,10366,smaller_than_100_DM,bigger_than_7_years,2,male_and_single,none,4,building_society_savings_agreement_or_life_insurance,42,none,own,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,18,critical_account_or_other_credits_existing,radio_or_television,1149,bigger_than_1000_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,3,real_estate,46,none,own,2,skilled_employee_or_official,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,18,existing_credits_paid_back_duly_till_now,furniture_or_equipment,3001,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,2,female_divorced_or_separated_or_married,none,4,real_estate,40,none,rent,1,skilled_employee_or_official,1,none,yes,1
smaller_than_0_DM,21,critical_account_or_other_credits_existing,new_car,1602,smaller_than_100_DM,bigger_than_7_years,4,male_and_married_or_widowed,none,3,car_or_other,30,none,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,30,existing_credits_paid_back_duly_till_now,used_car,3857,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_divorced_or_separated,none,4,building_society_savings_agreement_or_life_insurance,40,none,own,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,18,delay_in_paying_off_in_the_past,radio_or_television,2320,smaller_than_100_DM,unemployed,2,male_and_married_or_widowed,none,3,real_estate,34,none,own,2,skilled_employee_or_official,1,none,yes,1
smaller_than_0_DM,36,existing_credits_paid_back_duly_till_now,used_car,5493,smaller_than_100_DM,bigger_than_7_years,2,male_and_single,none,4,unknown_or_no_property,42,none,for_free,1,skilled_employee_or_official,2,none,yes,1
no_checking_account,10,critical_account_or_other_credits_existing,furniture_or_equipment,2069,unknown_or_no_savings_account,bigger_than_1_smaller_than_4_years,2,male_and_married_or_widowed,none,1,car_or_other,26,none,own,2,skilled_employee_or_official,1,none,no,1
smaller_than_0_DM,12,existing_credits_paid_back_duly_till_now,radio_or_television,709,smaller_than_100_DM,bigger_than_7_years,4,male_and_single,none,4,real_estate,57,stores,own,1,unskilled_or_resident,1,none,yes,2
bigger_than_0_DM_but_smaller_than_200_DM,36,delay_in_paying_off_in_the_past,new_car,8086,bigger_than_100_smaller_than_500_DM,bigger_than_7_years,2,male_and_single,none,4,car_or_other,42,none,own,4,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,2
bigger_than_200_DM_OR_salary_assignments_for_at_least_1_year,24,existing_credits_paid_back_duly_till_now,furniture_or_equipment,3749,smaller_than_100_DM,smaller_than_1_year,2,female_divorced_or_separated_or_married,none,4,car_or_other,26,none,own,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,30,existing_credits_paid_back_duly_till_now,used_car,4811,unknown_or_no_savings_account,bigger_than_4_smaller_than_7_years,2,female_divorced_or_separated_or_married,none,4,building_society_savings_agreement_or_life_insurance,24,stores,rent,1,unskilled_or_resident,1,none,yes,1
smaller_than_0_DM,12,critical_account_or_other_credits_existing,new_car,4843,smaller_than_100_DM,bigger_than_7_years,3,male_and_single,co-applicant,4,building_society_savings_agreement_or_life_insurance,43,none,rent,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,2
bigger_than_0_DM_but_smaller_than_200_DM,12,existing_credits_paid_back_duly_till_now,new_car,6078,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,2,male_and_single,none,2,car_or_other,32,none,own,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,10,existing_credits_paid_back_duly_till_now,new_car,1287,unknown_or_no_savings_account,bigger_than_7_years,4,male_and_single,co-applicant,2,building_society_savings_agreement_or_life_insurance,45,none,own,1,unskilled_or_resident,1,none,no,1
smaller_than_0_DM,21,existing_credits_paid_back_duly_till_now,radio_or_television,3357,bigger_than_1000_DM,smaller_than_1_year,4,female_divorced_or_separated_or_married,none,2,car_or_other,29,bank,own,1,skilled_employee_or_official,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,45,critical_account_or_other_credits_existing,radio_or_television,4746,smaller_than_100_DM,smaller_than_1_year,4,male_and_single,none,2,building_society_savings_agreement_or_life_insurance,25,none,own,2,unskilled_or_resident,1,none,yes,2
no_checking_account,15,critical_account_or_other_credits_existing,radio_or_television,1829,smaller_than_100_DM,bigger_than_7_years,4,male_and_single,none,4,car_or_other,46,none,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,12,critical_account_or_other_credits_existing,radio_or_television,1240,unknown_or_no_savings_account,bigger_than_7_years,4,female_divorced_or_separated_or_married,none,2,real_estate,38,none,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,24,existing_credits_paid_back_duly_till_now,radio_or_television,5943,unknown_or_no_savings_account,smaller_than_1_year,1,female_divorced_or_separated_or_married,none,1,car_or_other,44,none,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,2
no_checking_account,9,existing_credits_paid_back_duly_till_now,furniture_or_equipment,1388,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,female_divorced_or_separated_or_married,none,2,real_estate,26,none,rent,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,12,existing_credits_paid_back_duly_till_now,radio_or_television,3077,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,2,male_and_single,none,4,car_or_other,52,none,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,24,existing_credits_paid_back_duly_till_now,furniture_or_equipment,4351,unknown_or_no_savings_account,bigger_than_1_smaller_than_4_years,1,female_divorced_or_separated_or_married,none,4,building_society_savings_agreement_or_life_insurance,48,none,own,1,unskilled_or_resident,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,12,existing_credits_paid_back_duly_till_now,used_car,4675,unknown_or_no_savings_account,smaller_than_1_year,1,female_divorced_or_separated_or_married,none,4,car_or_other,20,none,rent,1,skilled_employee_or_official,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,15,existing_credits_paid_back_duly_till_now,repairs,1514,bigger_than_100_smaller_than_500_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,guarantor,2,real_estate,22,none,own,1,skilled_employee_or_official,1,none,yes,1
smaller_than_0_DM,6,critical_account_or_other_credits_existing,new_car,666,bigger_than_1000_DM,bigger_than_4_smaller_than_7_years,3,female_divorced_or_separated_or_married,none,4,real_estate,39,none,own,2,unskilled_or_resident,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,36,critical_account_or_other_credits_existing,used_car,5711,bigger_than_1000_DM,bigger_than_7_years,4,male_and_single,none,2,car_or_other,38,none,own,2,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,10,existing_credits_paid_back_duly_till_now,new_car,1364,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,2,female_divorced_or_separated_or_married,none,4,car_or_other,64,none,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_200_DM_OR_salary_assignments_for_at_least_1_year,15,critical_account_or_other_credits_existing,used_car,2360,bigger_than_500_smaller_than_1000_DM,bigger_than_1_smaller_than_4_years,2,male_and_single,none,2,car_or_other,36,none,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,9,existing_credits_paid_back_duly_till_now,radio_or_television,1670,smaller_than_100_DM,smaller_than_1_year,4,female_divorced_or_separated_or_married,none,2,car_or_other,22,none,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,2
bigger_than_0_DM_but_smaller_than_200_DM,18,existing_credits_paid_back_duly_till_now,furniture_or_equipment,1924,unknown_or_no_savings_account,smaller_than_1_year,4,female_divorced_or_separated_or_married,none,3,real_estate,27,none,rent,1,skilled_employee_or_official,1,none,yes,2
no_checking_account,20,critical_account_or_other_credits_existing,new_car,3485,unknown_or_no_savings_account,smaller_than_1_year,2,male_divorced_or_separated,none,4,real_estate,44,none,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,9,critical_account_or_other_credits_existing,repairs,1288,bigger_than_100_smaller_than_500_DM,bigger_than_7_years,3,male_and_single,guarantor,4,real_estate,48,none,own,2,skilled_employee_or_official,2,none,no,1
bigger_than_0_DM_but_smaller_than_200_DM,48,critical_account_or_other_credits_existing,furniture_or_equipment,5096,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,2,female_divorced_or_separated_or_married,none,3,car_or_other,30,none,own,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,2
no_checking_account,24,delay_in_paying_off_in_the_past,new_car,717,unknown_or_no_savings_account,bigger_than_7_years,4,male_and_married_or_widowed,none,4,car_or_other,54,none,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,28,existing_credits_paid_back_duly_till_now,new_car,4006,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,3,male_and_single,none,2,car_or_other,45,none,own,1,unskilled_or_resident,1,none,yes,2
bigger_than_0_DM_but_smaller_than_200_DM,26,existing_credits_paid_back_duly_till_now,used_car,7966,smaller_than_100_DM,smaller_than_1_year,2,male_and_single,none,3,car_or_other,30,none,own,2,skilled_employee_or_official,1,none,yes,1
smaller_than_0_DM,6,existing_credits_paid_back_duly_till_now,new_car,14896,smaller_than_100_DM,bigger_than_7_years,1,male_and_single,none,4,unknown_or_no_property,68,bank,own,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,2
bigger_than_0_DM_but_smaller_than_200_DM,36,existing_credits_paid_back_duly_till_now,education,12612,bigger_than_100_smaller_than_500_DM,bigger_than_1_smaller_than_4_years,1,male_and_single,none,4,unknown_or_no_property,47,none,for_free,1,skilled_employee_or_official,2,"yes,_registered_under_the_customers_name",yes,2
smaller_than_0_DM,24,critical_account_or_other_credits_existing,used_car,2957,smaller_than_100_DM,bigger_than_7_years,4,male_and_single,none,4,building_society_savings_agreement_or_life_insurance,63,none,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,9,critical_account_or_other_credits_existing,education,1244,unknown_or_no_savings_account,bigger_than_7_years,4,female_divorced_or_separated_or_married,none,4,building_society_savings_agreement_or_life_insurance,41,none,rent,2,unskilled_or_resident,1,none,yes,1
no_checking_account,10,existing_credits_paid_back_duly_till_now,used_car,2848,bigger_than_100_smaller_than_500_DM,bigger_than_1_smaller_than_4_years,1,male_and_single,co-applicant,2,real_estate,32,none,own,1,skilled_employee_or_official,2,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,12,existing_credits_paid_back_duly_till_now,retraining,754,unknown_or_no_savings_account,bigger_than_7_years,4,male_and_single,none,4,building_society_savings_agreement_or_life_insurance,38,none,own,2,skilled_employee_or_official,1,none,yes,1
