Installment,Loan_Purpose,Loan_Application_Type,Interest_Rate,Last_Payment_Amount,Loan_Amount,Revolving_Balance,Delinquency_In_2_years,Inquiries_In_6_Months,Mortgage_Accounts,Grade,Open_Accounts,Revolving_Utilization_Rate,Total_Accounts,Fico_Range_Low,Fico_Range_High,Address_State,Employment_Length,Home_Ownership,Verification_Status,Annual_Income,Loan_Status
264.46,debt_consolidation,Individual,11.67,264.26,8000.0,7159.0,1.0,1.0,3.0,B,12.0,32.1,36.0,675.0,679.0,AZ,9_years,MORTGAGE,Not_Verified,41000.0,fullypaid
779.95,debt_consolidation,Individual,10.49,9651.58,24000.0,15685.0,0.0,1.0,5.0,B,19.0,37.9,45.0,685.0,689.0,IL,10+_years,MORTGAGE,Not_Verified,120000.0,fullypaid
1099.69,debt_consolidation,Individual,8.18,4.86,35000.0,38759.0,0.0,0.0,2.0,B,7.0,72.2,23.0,735.0,739.0,MI,1_year,MORTGAGE,Source_Verified,155796.0,fullypaid
386.81,debt_consolidation,Individual,10.49,386.81,18000.0,27116.0,0.0,1.0,0.0,B,3.0,86.0,18.0,695.0,699.0,NJ,6_years,OWN,Verified,55000.0,chargedoff
268.36,debt_consolidation,Individual,12.69,5548.15,8000.0,40662.0,1.0,0.0,6.0,C,29.0,53.4,80.0,660.0,664.0,RI,10+_years,MORTGAGE,Source_Verified,112000.0,fullypaid
790.24,debt_consolidation,Individual,8.59,790.24,25000.0,12593.0,0.0,0.0,0.0,A,6.0,51.6,19.0,690.0,694.0,AL,10+_years,OWN,Verified,80000.0,chargedoff
161.32,credit_card,Individual,9.99,26.98,5000.0,5054.0,0.0,1.0,0.0,B,9.0,42.1,11.0,695.0,699.0,CT,<_1_year,RENT,Source_Verified,20000.0,fullypaid
872.65,debt_consolidation,Individual,15.49,23232.34,25000.0,19895.0,0.0,0.0,0.0,C,12.0,58.7,16.0,685.0,689.0,AZ,10+_years,RENT,Not_Verified,64000.0,fullypaid
260.55,credit_card,Individual,10.64,260.46,8000.0,4873.0,2.0,0.0,4.0,B,10.0,36.6,18.0,700.0,704.0,CA,5_years,RENT,Verified,53000.0,fullypaid
1074.03,other,Individual,20.0,25055.39,28900.0,6308.0,0.0,0.0,2.0,D,5.0,51.3,7.0,725.0,729.0,MD,2_years,OWN,Source_Verified,110000.0,fullypaid
287.5,other,Individual,17.57,4403.63,8000.0,2778.0,0.0,0.0,0.0,D,9.0,36.6,19.0,660.0,664.0,LA,2_years,RENT,Source_Verified,45000.0,fullypaid
579.63,credit_card,Individual,7.35,19.14,18675.0,9430.0,0.0,0.0,6.0,A,13.0,25.8,37.0,690.0,694.0,SD,10+_years,MORTGAGE,Source_Verified,50000.0,fullypaid
55.26,credit_card,Individual,14.74,59.89,1600.0,5704.0,0.0,0.0,nan,D,9.0,80.3,15.0,665.0,669.0,NY,6_years,OWN,Not_Verified,10000.0,fullypaid
120.39,credit_card,Individual,17.57,120.39,3350.0,2514.0,0.0,2.0,4.0,D,10.0,24.9,30.0,670.0,674.0,MN,9_years,MORTGAGE,Not_Verified,35000.0,chargedoff
317.62,debt_consolidation,Individual,17.27,1458.85,8875.0,6275.0,0.0,2.0,0.0,C,7.0,47.9,21.0,680.0,684.0,WA,3_years,OWN,Not_Verified,28000.0,fullypaid
553.92,debt_consolidation,Individual,11.49,15860.87,16800.0,16143.0,0.0,0.0,0.0,B,15.0,64.1,23.0,670.0,674.0,NY,2_years,RENT,Not_Verified,115000.0,fullypaid
495.86,debt_consolidation,Individual,11.67,495.59,15000.0,5978.0,0.0,1.0,2.0,B,11.0,43.6,38.0,665.0,669.0,NJ,10+_years,RENT,Source_Verified,65000.0,fullypaid
293.21,debt_consolidation,Individual,18.99,293.21,8000.0,10932.0,0.0,1.0,1.0,D,12.0,53.6,25.0,670.0,674.0,CA,7_years,RENT,Verified,35000.0,chargedoff
678.61,debt_consolidation,Individual,13.49,8935.4,20000.0,22638.0,1.0,0.0,2.0,C,18.0,61.7,39.0,690.0,694.0,OH,7_years,MORTGAGE,Not_Verified,49500.0,fullypaid
117.71,credit_card,Individual,10.91,354.86,3600.0,11791.0,0.0,1.0,1.0,B,11.0,61.4,24.0,665.0,669.0,NC,10+_years,MORTGAGE,Verified,51200.0,fullypaid
382.5,debt_consolidation,Individual,9.16,1516.71,12000.0,8014.0,0.0,0.0,0.0,B,7.0,57.7,8.0,685.0,689.0,FL,<_1_year,RENT,Source_Verified,28000.0,fullypaid
166.05,debt_consolidation,Individual,11.99,3217.5,5000.0,2959.0,0.0,0.0,0.0,B,4.0,50.2,4.0,730.0,734.0,OH,3_years,RENT,Source_Verified,24066.0,fullypaid
178.24,medical,Individual,16.99,3263.88,5000.0,3658.0,1.0,1.0,0.0,D,11.0,39.3,20.0,660.0,664.0,NE,1_year,RENT,Verified,58000.0,fullypaid
69.95,debt_consolidation,Individual,8.99,1660.06,2200.0,14137.0,0.0,2.0,2.0,B,17.0,52.8,27.0,680.0,684.0,WA,5_years,MORTGAGE,Not_Verified,75000.0,fullypaid
175.84,debt_consolidation,Individual,9.99,175.84,5450.0,25123.0,0.0,2.0,8.0,B,11.0,59.4,33.0,700.0,704.0,WI,nan,MORTGAGE,Verified,68864.0,chargedoff
268.4,major_purchase,Individual,20.99,268.4,7125.0,10802.0,0.0,0.0,0.0,E,6.0,74.5,9.0,710.0,714.0,NY,3_years,OWN,Source_Verified,20000.0,chargedoff
333.53,credit_card,Individual,12.29,333.53,10000.0,8531.0,0.0,2.0,0.0,C,5.0,82.0,22.0,695.0,699.0,PA,10+_years,RENT,Source_Verified,70000.0,fullypaid
762.08,debt_consolidation,Individual,8.9,14236.26,24000.0,6946.0,0.0,0.0,0.0,A,9.0,40.6,18.0,735.0,739.0,PA,4_years,RENT,Verified,73000.0,fullypaid
158.98,moving,Individual,8.99,4040.64,5000.0,34112.0,0.0,0.0,1.0,B,30.0,67.1,51.0,690.0,694.0,FL,10+_years,MORTGAGE,Verified,125000.0,fullypaid
942.59,debt_consolidation,Individual,8.18,7849.07,30000.0,26027.0,0.0,0.0,0.0,B,9.0,37.7,28.0,715.0,719.0,NY,<_1_year,RENT,Source_Verified,244000.0,fullypaid
307.61,debt_consolidation,Individual,15.59,307.61,8800.0,2284.0,2.0,0.0,2.0,D,10.0,78.8,47.0,660.0,664.0,MN,6_years,RENT,Source_Verified,47000.0,chargedoff
220.17,debt_consolidation,Individual,14.46,3769.49,6400.0,1912.0,0.0,1.0,0.0,C,7.0,45.5,12.0,685.0,689.0,MA,2_years,RENT,Verified,36513.0,fullypaid
352.15,debt_consolidation,Joint_App,24.99,11542.28,12000.0,2739.0,0.0,0.0,1.0,E,8.0,21.7,17.0,715.0,719.0,NJ,10+_years,RENT,Source_Verified,40000.0,fullypaid
142.61,debt_consolidation,Individual,11.49,2133.04,4325.0,4286.0,0.0,0.0,0.0,B,18.0,40.4,22.0,690.0,694.0,OH,5_years,RENT,Verified,62000.0,fullypaid
469.63,credit_card,Individual,12.69,0.88,14000.0,7446.0,0.0,0.0,0.0,C,10.0,68.9,19.0,660.0,664.0,MO,10+_years,RENT,Source_Verified,60000.0,fullypaid
327.34,home_improvement,Individual,10.99,1615.07,10000.0,4452.0,2.0,1.0,3.0,B,6.0,18.0,30.0,685.0,689.0,MD,5_years,MORTGAGE,Not_Verified,35000.0,fullypaid
571.39,debt_consolidation,Individual,20.99,571.39,21125.0,38002.0,0.0,2.0,2.0,E,14.0,48.5,21.0,685.0,689.0,OH,10+_years,MORTGAGE,Source_Verified,60000.0,chargedoff
371.96,debt_consolidation,Individual,7.26,371.69,12000.0,4643.0,0.0,0.0,1.0,A,16.0,9.2,28.0,690.0,694.0,VA,9_years,RENT,Source_Verified,85000.0,fullypaid
735.48,debt_consolidation,Individual,18.55,254.96,28625.0,65254.0,0.0,2.0,2.0,D,35.0,41.5,61.0,700.0,704.0,NJ,5_years,MORTGAGE,Verified,100000.0,fullypaid
284.57,credit_card,Individual,19.52,284.57,10850.0,7059.0,0.0,0.0,0.0,E,17.0,74.3,31.0,665.0,669.0,OH,<_1_year,OWN,Source_Verified,28800.0,chargedoff
328.06,debt_consolidation,Individual,13.99,328.06,9600.0,96019.0,0.0,0.0,6.0,C,22.0,81.4,43.0,685.0,689.0,CA,2_years,MORTGAGE,Verified,150000.0,chargedoff
368.45,debt_consolidation,Individual,6.62,368.2,12000.0,29900.0,0.0,1.0,6.0,A,11.0,53.6,22.0,755.0,759.0,PA,10+_years,MORTGAGE,Not_Verified,51100.0,fullypaid
352.41,credit_card,Individual,16.29,352.41,14400.0,8740.0,0.0,0.0,0.0,D,15.0,22.4,17.0,730.0,734.0,CA,3_years,RENT,Not_Verified,45000.0,chargedoff
345.52,debt_consolidation,Individual,12.69,345.16,10300.0,10172.0,1.0,0.0,0.0,C,14.0,30.8,23.0,660.0,664.0,GA,5_years,MORTGAGE,Source_Verified,42000.0,fullypaid
474.09,major_purchase,Individual,19.72,200.0,18000.0,15738.0,1.0,0.0,3.0,D,12.0,78.3,38.0,685.0,689.0,CA,10+_years,MORTGAGE,Verified,49000.0,chargedoff
313.83,car,Individual,23.99,313.83,8000.0,8327.0,0.0,0.0,0.0,E,3.0,32.5,3.0,725.0,729.0,TX,<_1_year,OWN,Source_Verified,20000.0,chargedoff
1240.03,credit_card,Individual,16.55,1240.03,35000.0,42903.0,4.0,1.0,4.0,D,13.0,91.5,39.0,665.0,669.0,CA,nan,RENT,Verified,144000.0,chargedoff
578.7,debt_consolidation,Individual,9.75,7714.83,18000.0,7949.0,0.0,1.0,1.0,B,14.0,44.4,18.0,665.0,669.0,FL,5_years,MORTGAGE,Not_Verified,90000.0,fullypaid
1266.39,credit_card,Individual,18.06,1399.96,35000.0,57751.0,0.0,2.0,4.0,D,17.0,82.0,32.0,680.0,684.0,WI,3_years,MORTGAGE,Verified,150000.0,chargedoff
385.41,debt_consolidation,Individual,18.55,14593.78,15000.0,9418.0,0.0,0.0,3.0,D,21.0,15.4,34.0,690.0,694.0,IL,10+_years,MORTGAGE,Verified,76000.0,fullypaid
336.9,major_purchase,Individual,12.99,1329.17,10000.0,8772.0,0.0,1.0,0.0,C,12.0,53.5,18.0,705.0,709.0,MA,6_years,RENT,Source_Verified,25000.0,fullypaid
371.36,debt_consolidation,Individual,22.9,51.0,13200.0,22956.0,0.0,2.0,0.0,E,17.0,41.4,37.0,690.0,694.0,FL,10+_years,MORTGAGE,Verified,59000.0,chargedoff
260.18,debt_consolidation,Individual,15.05,260.18,7500.0,2746.0,0.0,3.0,0.0,C,15.0,9.5,22.0,725.0,729.0,MI,10+_years,RENT,Not_Verified,32000.0,chargedoff
315.63,credit_card,Individual,8.49,9075.86,10000.0,5215.0,0.0,0.0,5.0,B,6.0,52.7,23.0,665.0,669.0,FL,5_years,OWN,Not_Verified,69600.0,fullypaid
427.43,credit_card,Individual,16.2,16945.4,17500.0,26330.0,0.0,0.0,3.0,C,11.0,74.2,27.0,670.0,674.0,TX,5_years,OWN,Source_Verified,40000.0,fullypaid
355.44,debt_consolidation,Individual,17.99,93.25,14000.0,13829.0,0.0,1.0,4.0,D,13.0,65.2,25.0,670.0,674.0,MD,3_years,RENT,Source_Verified,460000.0,fullypaid
500.65,other,Individual,7.9,500.4,16000.0,28165.0,0.0,1.0,4.0,A,17.0,39.0,54.0,735.0,739.0,PA,8_years,MORTGAGE,Source_Verified,300000.0,fullypaid
321.32,debt_consolidation,Individual,9.71,8088.15,10000.0,11494.0,1.0,1.0,9.0,B,14.0,49.1,48.0,695.0,699.0,WI,10+_years,MORTGAGE,Verified,63000.0,fullypaid
163.73,debt_consolidation,Individual,17.27,163.73,4575.0,7475.0,0.0,1.0,0.0,D,9.0,83.3,19.0,660.0,664.0,CA,3_years,RENT,Not_Verified,28000.0,chargedoff
748.26,credit_card,Individual,17.99,8971.15,20700.0,36993.0,0.0,2.0,1.0,D,23.0,23.7,40.0,745.0,749.0,CA,<_1_year,RENT,Source_Verified,75000.0,fullypaid
322.63,debt_consolidation,Individual,9.99,322.42,10000.0,10842.0,0.0,1.0,0.0,B,9.0,58.3,22.0,685.0,689.0,IL,10+_years,OWN,Verified,60000.0,fullypaid
483.94,debt_consolidation,Individual,9.99,6.0,15000.0,6738.0,0.0,0.0,0.0,B,15.0,29.9,32.0,680.0,684.0,FL,10+_years,RENT,Source_Verified,35000.0,fullypaid
451.19,debt_consolidation,Individual,12.62,451.19,20000.0,15246.0,1.0,2.0,3.0,C,11.0,42.0,31.0,660.0,664.0,IL,10+_years,OWN,Verified,111000.0,chargedoff
498.02,credit_card,Joint_App,13.59,22127.91,21600.0,14785.0,0.0,0.0,4.0,C,6.0,64.0,24.0,665.0,669.0,OR,nan,RENT,Not_Verified,0.0,fullypaid
754.58,credit_card,Individual,17.99,7113.02,20875.0,7882.0,1.0,0.0,0.0,D,8.0,83.0,29.0,660.0,664.0,CA,2_years,RENT,Verified,60000.0,fullypaid
1190.62,credit_card,Individual,13.67,1190.4,35000.0,38643.0,0.0,0.0,0.0,C,13.0,34.1,15.0,695.0,699.0,NY,3_years,RENT,Source_Verified,115000.0,fullypaid
570.37,debt_consolidation,Individual,16.99,5499.28,16000.0,7757.0,0.0,1.0,0.0,D,11.0,29.7,13.0,670.0,674.0,CA,3_years,RENT,Verified,45000.0,fullypaid
154.14,debt_consolidation,Individual,6.89,3607.76,5000.0,3850.0,0.0,0.0,0.0,A,10.0,80.2,18.0,705.0,709.0,CA,5_years,MORTGAGE,Source_Verified,30000.0,fullypaid
379.62,debt_consolidation,Individual,10.59,6746.91,26500.0,6071.0,0.0,0.0,nan,B,8.0,42.2,16.0,750.0,754.0,TX,10+_years,MORTGAGE,Verified,81000.0,fullypaid
281.17,debt_consolidation,Individual,19.72,8482.73,10675.0,11204.0,0.0,2.0,3.0,D,17.0,48.1,29.0,670.0,674.0,WA,4_years,RENT,Source_Verified,59250.0,fullypaid
503.21,debt_consolidation,Individual,17.57,503.21,20000.0,49181.0,0.0,0.0,0.0,D,15.0,82.1,31.0,695.0,699.0,OK,2_years,OWN,Verified,65000.0,chargedoff
329.48,credit_card,Individual,11.44,329.26,10000.0,4261.0,0.0,0.0,2.0,B,7.0,96.8,14.0,675.0,679.0,OR,nan,MORTGAGE,Source_Verified,40000.0,fullypaid
895.52,debt_consolidation,Individual,19.99,17332.13,24100.0,8187.0,0.0,0.0,0.0,E,7.0,30.0,8.0,760.0,764.0,CA,10+_years,RENT,Verified,51841.92,fullypaid
1269.73,debt_consolidation,Individual,18.25,1269.73,35000.0,36977.0,1.0,1.0,0.0,D,22.0,63.5,46.0,680.0,684.0,AZ,nan,RENT,Source_Verified,125000.0,chargedoff
843.9,other,Individual,15.61,843.9,35000.0,6962.0,0.0,0.0,2.0,D,22.0,30.1,43.0,685.0,689.0,CA,9_years,MORTGAGE,Source_Verified,98000.0,chargedoff
548.64,credit_card,Individual,21.67,548.64,20000.0,11074.0,0.0,0.0,2.0,E,6.0,67.9,21.0,660.0,664.0,OR,3_years,RENT,Source_Verified,65000.0,chargedoff
99.15,debt_consolidation,Individual,20.49,2313.73,2650.0,1766.0,1.0,0.0,1.0,E,8.0,8.2,28.0,710.0,714.0,CA,4_years,MORTGAGE,Verified,64000.0,fullypaid
309.59,debt_consolidation,Individual,14.65,220.89,8975.0,2634.0,0.0,0.0,0.0,C,10.0,21.2,16.0,675.0,679.0,NJ,7_years,RENT,Source_Verified,36500.0,fullypaid
517.41,credit_card,Individual,10.15,15361.46,16000.0,45905.0,0.0,2.0,7.0,B,13.0,79.3,39.0,735.0,739.0,MT,7_years,MORTGAGE,Source_Verified,80000.0,fullypaid
382.55,debt_consolidation,Individual,9.17,382.42,12000.0,12763.0,1.0,0.0,0.0,B,8.0,58.0,14.0,685.0,689.0,CA,2_years,RENT,Verified,33000.0,fullypaid
340.23,debt_consolidation,Individual,13.68,340.23,10000.0,13196.0,0.0,1.0,4.0,C,11.0,79.5,28.0,660.0,664.0,KY,10+_years,MORTGAGE,Not_Verified,65000.0,chargedoff
623.2,home_improvement,Individual,17.14,14943.03,25000.0,12500.0,1.0,0.0,2.0,D,17.0,75.3,32.0,705.0,709.0,TX,2_years,MORTGAGE,Source_Verified,70000.0,fullypaid
372.48,debt_consolidation,Individual,18.54,372.48,14500.0,20921.0,0.0,0.0,4.0,E,11.0,68.1,27.0,680.0,684.0,GA,10+_years,OWN,Source_Verified,80000.0,chargedoff
258.13,debt_consolidation,Individual,14.49,7097.57,7500.0,984.0,2.0,1.0,1.0,C,9.0,20.5,35.0,665.0,669.0,NM,10+_years,MORTGAGE,Source_Verified,93000.0,fullypaid
434.79,home_improvement,Individual,7.39,433.97,14000.0,19787.0,0.0,0.0,4.0,A,20.0,29.3,42.0,750.0,754.0,MI,10+_years,MORTGAGE,Not_Verified,106000.0,fullypaid
497.63,debt_consolidation,Individual,7.49,6287.77,16000.0,33960.0,0.0,0.0,0.0,A,10.0,69.3,16.0,705.0,709.0,NY,10+_years,RENT,Source_Verified,65000.0,fullypaid
632.66,credit_card,Individual,12.69,20407.34,28000.0,16837.0,1.0,0.0,3.0,C,7.0,84.6,23.0,690.0,694.0,IN,<_1_year,MORTGAGE,Source_Verified,103818.0,fullypaid
280.5,debt_consolidation,Individual,9.16,2694.17,8800.0,7759.0,0.0,0.0,1.0,B,9.0,40.2,14.0,660.0,664.0,NY,<_1_year,MORTGAGE,Not_Verified,100000.0,fullypaid
689.71,debt_consolidation,Individual,11.22,3405.69,21000.0,15800.0,0.0,0.0,0.0,B,6.0,84.9,17.0,675.0,679.0,NY,10+_years,RENT,Source_Verified,86000.0,fullypaid
602.3,debt_consolidation,Individual,5.32,1056.69,20000.0,17336.0,0.0,0.0,1.0,A,10.0,34.9,18.0,805.0,809.0,CA,10+_years,MORTGAGE,Not_Verified,72000.0,fullypaid
917.99,debt_consolidation,Individual,11.47,24792.99,27850.0,45148.0,2.0,0.0,5.0,B,24.0,61.2,43.0,690.0,694.0,CA,7_years,MORTGAGE,Not_Verified,100000.0,fullypaid
492.08,debt_consolidation,Individual,11.14,982.18,15000.0,10817.0,0.0,1.0,3.0,B,7.0,53.0,22.0,695.0,699.0,TX,10+_years,MORTGAGE,Not_Verified,51000.0,fullypaid
457.79,debt_consolidation,Individual,24.99,457.79,15600.0,30899.0,0.0,1.0,3.0,F,16.0,59.5,39.0,690.0,694.0,FL,10+_years,MORTGAGE,Verified,52000.0,chargedoff
310.56,medical,Individual,7.39,200.0,10000.0,3207.0,0.0,0.0,7.0,A,9.0,15.3,18.0,815.0,819.0,WA,10+_years,MORTGAGE,Not_Verified,52000.0,chargedoff
80.4,credit_card,Individual,12.59,2152.52,2400.0,9847.0,1.0,1.0,6.0,C,12.0,52.1,58.0,660.0,664.0,CA,10+_years,MORTGAGE,Source_Verified,78000.0,fullypaid
333.1,debt_consolidation,Individual,19.99,8364.66,12575.0,12139.0,0.0,0.0,0.0,E,12.0,60.4,18.0,700.0,704.0,OH,2_years,RENT,Source_Verified,28800.0,fullypaid
335.08,credit_card,Individual,13.67,1641.26,9850.0,9502.0,0.0,0.0,0.0,B,14.0,65.1,22.0,700.0,704.0,CA,9_years,RENT,Not_Verified,48000.0,fullypaid
469.84,credit_card,Individual,7.97,3403.05,15000.0,14826.0,0.0,0.0,0.0,A,11.0,36.7,27.0,685.0,689.0,NY,<_1_year,OWN,Verified,36400.0,fullypaid
83.87,debt_consolidation,Individual,12.69,84.0,2500.0,5586.0,0.0,0.0,0.0,C,7.0,71.6,9.0,700.0,704.0,MD,<_1_year,RENT,Source_Verified,30720.0,fullypaid
554.89,credit_card,Individual,6.89,14880.1,18000.0,25273.0,0.0,0.0,0.0,A,11.0,48.1,20.0,690.0,694.0,OH,10+_years,MORTGAGE,Source_Verified,55000.0,fullypaid
316.65,moving,Individual,26.57,316.65,7800.0,17133.0,0.0,0.0,1.0,F,10.0,71.1,11.0,685.0,689.0,PA,1_year,MORTGAGE,Verified,26000.0,chargedoff
159.4,credit_card,Individual,9.17,159.18,5000.0,5379.0,0.0,2.0,2.0,B,8.0,48.0,15.0,670.0,674.0,NY,8_years,MORTGAGE,Source_Verified,150000.0,fullypaid
253.06,credit_card,Individual,13.49,11237.72,11000.0,9412.0,0.0,2.0,2.0,C,20.0,17.5,25.0,700.0,704.0,IL,10+_years,OWN,Not_Verified,65000.0,fullypaid
509.91,credit_card,Individual,14.65,19145.5,21600.0,3732.0,0.0,0.0,1.0,C,12.0,16.1,15.0,685.0,689.0,WA,5_years,MORTGAGE,Source_Verified,75000.0,fullypaid
332.39,debt_consolidation,Individual,12.05,6359.87,10000.0,7749.0,0.0,2.0,0.0,C,7.0,38.6,31.0,690.0,694.0,AZ,6_years,RENT,Source_Verified,58000.0,fullypaid
179.69,home_improvement,Individual,17.57,2886.14,5000.0,18187.0,1.0,0.0,1.0,D,8.0,55.1,12.0,670.0,674.0,VA,8_years,MORTGAGE,Source_Verified,47000.0,fullypaid
784.46,debt_consolidation,Individual,17.09,21889.6,21975.0,38912.0,0.0,1.0,2.0,D,13.0,66.2,31.0,715.0,719.0,CT,10+_years,MORTGAGE,Source_Verified,224000.0,fullypaid
419.58,credit_card,Individual,15.61,11618.82,12000.0,11516.0,1.0,1.0,2.0,C,9.0,69.0,23.0,665.0,669.0,OR,1_year,RENT,Not_Verified,40000.0,fullypaid
395.66,debt_consolidation,Individual,11.49,3081.55,12000.0,9813.0,0.0,0.0,0.0,B,7.0,51.4,10.0,700.0,704.0,VA,<_1_year,RENT,Source_Verified,72000.0,fullypaid
199.26,debt_consolidation,Joint_App,11.99,1362.38,6000.0,7824.0,3.0,0.0,2.0,B,9.0,87.9,33.0,665.0,669.0,WA,<_1_year,MORTGAGE,Verified,78000.0,fullypaid
193.58,other,Individual,9.99,193.37,6000.0,19284.0,0.0,0.0,3.0,B,9.0,80.7,21.0,730.0,734.0,IN,10+_years,MORTGAGE,Source_Verified,80000.0,fullypaid
351.17,credit_card,Individual,24.85,180.0,12000.0,3797.0,0.0,0.0,0.0,E,19.0,33.9,23.0,685.0,689.0,NY,1_year,RENT,Source_Verified,40000.0,chargedoff
158.73,small_business,Individual,12.42,5.1,4750.0,4712.0,1.0,3.0,nan,B,10.0,54.2,29.0,685.0,689.0,OK,7_years,MORTGAGE,Not_Verified,42000.0,fullypaid
471.37,debt_consolidation,Individual,8.19,471.02,15000.0,25719.0,0.0,0.0,0.0,A,8.0,62.9,21.0,685.0,689.0,FL,10+_years,RENT,Not_Verified,45000.0,fullypaid
207.73,home_improvement,Individual,6.03,1837.04,6825.0,0.0,0.0,1.0,3.0,A,5.0,0.0,18.0,815.0,819.0,CA,8_years,MORTGAGE,Not_Verified,61104.0,fullypaid
390.57,credit_card,Individual,12.35,1166.25,11700.0,20514.0,0.0,0.0,0.0,B,11.0,87.3,17.0,680.0,684.0,SC,1_year,RENT,Not_Verified,35000.0,fullypaid
207.19,credit_card,Individual,9.16,2443.82,6500.0,4846.0,0.0,0.0,0.0,B,17.0,7.9,28.0,760.0,764.0,NY,3_years,RENT,Not_Verified,60000.0,fullypaid
320.8,debt_consolidation,Individual,10.99,5639.61,9800.0,7148.0,1.0,0.0,3.0,B,8.0,62.2,27.0,670.0,674.0,MD,10+_years,MORTGAGE,Not_Verified,100050.0,fullypaid
404.27,debt_consolidation,Individual,12.99,2754.06,12000.0,10073.0,2.0,1.0,2.0,C,12.0,19.2,34.0,670.0,674.0,VT,6_years,RENT,Not_Verified,55000.0,fullypaid
351.67,debt_consolidation,Individual,16.02,6505.08,10000.0,3775.0,0.0,0.0,1.0,C,7.0,46.6,13.0,675.0,679.0,TX,2_years,MORTGAGE,Source_Verified,50000.0,fullypaid
1162.34,debt_consolidation,Individual,11.99,14271.16,35000.0,76334.0,0.0,1.0,5.0,B,25.0,49.1,43.0,720.0,724.0,VA,10+_years,MORTGAGE,Verified,170000.0,fullypaid
363.1,debt_consolidation,Individual,18.99,363.1,14000.0,14937.0,0.0,1.0,1.0,D,11.0,82.1,20.0,665.0,669.0,KY,7_years,MORTGAGE,Verified,42000.0,chargedoff
659.43,debt_consolidation,Individual,11.49,14274.87,20000.0,6159.0,0.0,2.0,1.0,B,12.0,28.5,31.0,665.0,669.0,IN,10+_years,MORTGAGE,Verified,90301.0,fullypaid
149.99,home_improvement,Individual,17.27,5617.37,6000.0,10980.0,0.0,2.0,1.0,C,5.0,84.5,10.0,685.0,689.0,TX,6_years,MORTGAGE,Source_Verified,105000.0,fullypaid
540.56,other,Individual,17.77,542.1,15000.0,21407.0,1.0,0.0,3.0,D,14.0,74.1,37.0,670.0,674.0,AZ,5_years,RENT,Verified,82500.0,fullypaid
515.08,debt_consolidation,Individual,14.33,13439.11,15000.0,24862.0,0.0,0.0,7.0,C,17.0,70.8,58.0,680.0,684.0,MN,7_years,MORTGAGE,Verified,90000.0,fullypaid
967.03,debt_consolidation,Individual,9.93,21152.54,30000.0,7864.0,1.0,0.0,2.0,B,9.0,47.1,21.0,695.0,699.0,TN,10+_years,MORTGAGE,Verified,70000.0,fullypaid
703.81,debt_consolidation,Individual,23.13,703.81,24900.0,134858.0,0.0,3.0,4.0,F,12.0,91.0,25.0,695.0,699.0,MA,10+_years,MORTGAGE,Verified,55357.0,chargedoff
348.57,debt_consolidation,Individual,13.99,348.57,10200.0,8098.0,0.0,0.0,1.0,C,6.0,77.9,14.0,680.0,684.0,MI,1_year,MORTGAGE,Source_Verified,30000.0,chargedoff
179.69,other,Individual,17.57,3538.42,5000.0,4898.0,4.0,1.0,0.0,D,16.0,66.2,47.0,670.0,674.0,MN,1_year,RENT,Source_Verified,43000.0,fullypaid
255.84,debt_consolidation,Individual,12.39,25.0,11400.0,3359.0,0.0,1.0,5.0,C,24.0,21.7,84.0,660.0,664.0,CT,10+_years,MORTGAGE,Verified,85000.0,chargedoff
497.68,home_improvement,Individual,20.99,497.68,18400.0,12722.0,1.0,2.0,2.0,E,26.0,24.5,58.0,705.0,709.0,OH,4_years,MORTGAGE,Source_Verified,40000.0,chargedoff
880.61,debt_consolidation,Individual,17.57,27070.33,35000.0,52679.0,1.0,0.0,1.0,D,11.0,74.5,16.0,670.0,674.0,NC,1_year,MORTGAGE,Verified,120000.0,fullypaid
925.71,credit_card,Individual,20.99,925.71,34225.0,30789.0,0.0,0.0,3.0,E,16.0,83.0,33.0,710.0,714.0,OH,4_years,MORTGAGE,Verified,100000.0,chargedoff
307.56,credit_card,Individual,13.99,8514.5,9000.0,20596.0,1.0,0.0,1.0,C,12.0,87.3,18.0,660.0,664.0,OH,10+_years,MORTGAGE,Source_Verified,41000.0,fullypaid
439.82,credit_card,Individual,18.99,7368.52,12000.0,12982.0,0.0,2.0,3.0,D,13.0,45.9,35.0,675.0,679.0,TX,nan,OWN,Not_Verified,35000.0,fullypaid
261.88,debt_consolidation,Individual,10.99,1394.59,8000.0,21565.0,0.0,1.0,1.0,B,5.0,77.6,17.0,670.0,674.0,MI,10+_years,MORTGAGE,Source_Verified,39360.0,fullypaid
1466.04,debt_consolidation,Individual,18.99,40069.63,40000.0,13378.0,0.0,3.0,3.0,D,19.0,20.3,33.0,725.0,729.0,IL,10+_years,MORTGAGE,Verified,85000.0,fullypaid
356.89,credit_card,Individual,12.12,9069.5,16000.0,11601.0,0.0,0.0,1.0,B,4.0,91.3,14.0,695.0,699.0,NC,10+_years,MORTGAGE,Verified,37710.0,fullypaid
529.51,credit_card,Individual,16.29,529.31,15000.0,7107.0,1.0,0.0,0.0,D,6.0,177.7,15.0,685.0,689.0,CA,10+_years,RENT,Verified,130000.0,fullypaid
468.03,debt_consolidation,Individual,10.75,16583.18,21650.0,23291.0,2.0,0.0,3.0,B,7.0,65.6,25.0,690.0,694.0,OH,10+_years,MORTGAGE,Verified,84000.0,fullypaid
